title,star,date,comment
デザイン・サイズ・機能・価格全て大満足,4,2023年1月30日,購入店：ヤマダデンキ LABI LIFE SELECT品川大井町店雑誌を見てスタイリッシュ、しかも小さいのに大容量と謳っており、調子の悪い洗濯機の購入を検討しようと思い、家電量販店へ。お店で探したところすぐに見つけ、しかも他の商品よりプライスも安く、しかも他と比べて見ても明らかにコンパクト。見た目も丸みもなくシャープでスタイリッシュなデザインに惹かれ、さっそく店員に確認したところ、この料金でこれだけの機能が充実したものはないとのことでさっそく購入。雑誌では黒を見て検討したが、最終的に白に決定。使ってみて思ったのは今まで洗濯機では洗えなかったものが洗えたこと。AIウォッシュと垂直なドラムにより、恐らく従来の斜めドラムより洗浄力が格段にアップしているのかと思います。通常の水でも洗い心地は十分満足。また、取り出す際に以前であればドラムの上に洗濯物がくっついていたものが、今回はなく、取り出しがラク。そして音が静か。振動も少なく、夜の洗濯も気になりません。特に気に入ったのが洗剤自動投入機能。いつもどのくらい入れていいかわからず、適当でしたが、今回は自動でやってくれるので非常にありがたい。エアウォッシュも非常に◎。スーツやコートなど面倒くさくて半期に1回しかクリーニングに出さなかったものが都度家で気軽に洗え、シワもなくなります。しかも除菌機能がつているのがコロナや花粉症の時期に除菌スプレーが使わなくなるのが嬉しいです。ダウンも試したが30分でふっくらしており、外出前にエアウォッシュしてから外出するのも当たり前になりそうです。とにかく見た目とコスパに非常に大満足。オススメです。
マンションでも快適！騒音や振動音が無く、デザインも◎！,5,2023年1月25日,【大きさ】ドラムでもまっすぐなため、縦型の洗濯機8キロサイズからの入れ替えでしたが、ほとんど幅、高さ共に変化はなし。容量が1.5倍なのにサイズも変わらないので、子供の成長に合わせて増えた洗濯物にも対応できました。また、マンションの防水バンにもはまるサイズで安心でした。 【色・デザイン】ブラックを選択。洗濯機はホワイトが多いので、重厚感も出てインテリアとしてもかっこいいです。引き締まった感じで、白よりもコンパクトに見えるのも良いです。 【洗濯機能】子供の習い事で泥汚れ、汗まみれのユニフォーム洗いがあるため、ドラム式タイプは洗浄力に不安があったが、お湯洗いモードや、温風ミスト・UVライト機能があるため、汚れ具合によって使い分けができ、特にお湯洗いモードを使用すると泥汚れもきれいに落ち、汗の匂い残りもないので安心です。 【洗濯時の騒音・振動】マンション住まいで、仕事の都合上、夜や朝早めに洗濯を回すことがあるため、騒音と振動音も洗濯機を選ぶ際に気になっていましたが「低騒音モードも選べます」、と販売員の方の説明もあったので、購入を決めました。　実際、脱水時の騒音は脱衣所のドアを開けていてもリビングでは洗濯が終わったかも気づかないくらい静かです。低騒音モードを選択していなくても騒音、振動音とも全然ありません。時間帯気にせず、安心して洗濯・乾燥ができるので深夜帯、早朝でも周囲の方を気にするストレスもなくてとても嬉しいです。
コンパクトで機能豊富,4,2023年1月22日,正月セールでかなり安かったため購入。新製品のためか、前製品の評判が悪かったためかレビューがなかなか増えないため書き込みます。【設置環境】・築数年の一戸建て。元々シャープのドラム式洗濯機を使用しており、10kgが容量不足のため大容量の洗濯機に買い替え。・正方形の防水パン（pana製64cm）を新たに購入し、メーカー純正の防振マット揺れんどりー30mm、その上に本体設置。（本製品の高さがほかのドラム式より低いため、少しでもかさ上げするためと、揺れ軽減を期待して。結果は満足）・市販の防振かさ上げ台（ふんばる○○等）は、設置業者から設置できないと言われたので、設置をしようと思ってる方はご注意ください。（業者曰く、アクアのドラム式洗濯機がかさ上げ台から転落してる現場を見たとのこと）【乾燥機能】・説明書には3kgまでの乾燥を推奨。試しに6kg程度を洗濯から乾燥までしたところ、4時間位で完璧に乾いていた。（乾燥時間はオート）・タオル８枚程度、下着等小物類で３kg程度に厳選して乾燥２時間だけしたところ、完璧には乾かなかった。３時間にしたら完璧に乾きました。念のため、あったか状態をキープするモードに設定。（取り出さない場合、最長2時間運転）・ヒートポンプ式だが、6kg洗濯乾燥の電気使用量がカタログ値1130whと多めで、実際の自分の稼働環境では2000whだった。【デザイン】大手メーカーに比べると、スタイリッシュさはないが、洗濯機として割り切ってデザインは重視しません。【使いやすさ】・電源入れるのにボタン長押しは使いにくい。・一度設定した内容は記憶され、次から同じ設定になるので、頻繁に設定を変えるのでなければ、操作は問題ない。・ボタンの操作音が結構うるさい。無音に変えられればよかった。・乾燥後、乾燥フィルターに結構クズな溜まってるので、毎回か少なくとも２回乾燥したら掃除したほうがいいかも。・糸くずフィルターは毎回掃除と説明書記載あり。市販の糸くずフィルター用のネットは使わないよう記載あり。（一度使ったところ、ネットにクズが付いて、２回洗濯したら排水が溜まって溢れて水びたしになった）【洗浄力】・ナノックス、ワイドハイターexを使用しているが、問題ない。（以前から漂白剤常用）．Aiコースですすぎや洗いなど、いちいち設定する必要がないのは良い。【静音性】・メーカー純正の防振マット「揺れんどりー30mm」を使用しているおかげか、前製品で口コミが多かったと思う脱水の揺れなどは気にならない。・洗濯、すすぎ、脱水で音は特に気になりません。ドア１枚隔てたリビングにいてもほぼ聞こえない。・ただし、乾燥の動作音はちょっと高音で気になる人は気になるかも。【サイズ】・同クラスのなかで最もコンパクトを謳ってるだけあってコンパクト。特に奥行きがコンパクトなので圧迫感が軽減された。・その分高さが低くなったので、屈まないと洗濯物が取り込みにくい。自分の環境では、洗濯かごがドアに干渉するようになったので、その点だけは不便になった。【機能・メニュー】10年ぶりのドラム式買い替えなので、最近の機能を知らないためあまり参考にはならないと思います・温水洗浄は細かく温度を選べる。洗濯物の上限も多い（40℃12kgで2時間洗濯時間アップ、電気量1kwhアップ）・エアウォッシュは水洗いしたくないニットやコート、ウールのスラックスなどに便利・洗い、脱水時間など細かく設定して自分流のコースを登録できる。・予約する場合、予約から終了予定時間までの時間数で毎回設定するので、計算が面倒。（時計が内蔵されていたらよかった。）【総評】大手メーカーのドラム式洗濯機が2、30万円するなかで、本製品をポイント込みで16万程度（本体代のみ。さらに1月までに買えばメーカーから1万paypayバック）で買えたため、大満足。前製品で不評だった揺れについても、カタログによるとダンパーを4本付けて改良するなど、メーカーの改良する姿勢もいいと思います。これで故障なく、長く使えたらおすすめできますが、いかんせん信頼度が大手メーカーに比べて低いため、低価格かつ延長保証が不可欠です。
想像していたより、かなり良い（今のところ）,4,2022年12月18日,"2022/12/03購入。12/05設置完了。設置場所の水道の高さ制限でAQUA製品しか入らないことが判明し、最寄りのヨドバシカメラで前モデルを購入しようとしたところ、店員が「コレは絶対におすすめしません！コレがどうしてもほしいならお売りしますが・・・」と酷評。ネットレビューもかなりの低評価で、購入に二の足を踏んでいたところ、ちょうど新製品として本製品が発売されたと知った。前モデルの倍近い値段にびっくりしたが、どうやらかなり改良されたと製品情報にあり、さらなる情報を知りたくなったがどこにもレビューなし・・・。実質コレしか設置できないので覚悟を決め、歳末セールだかなんだかで結局￥256,800+ポイント10％で購入！初回設定時に洗剤＆柔軟剤自動投入OFFなのを知らず洗濯・・・。後で気づいてからは順調に洗濯＆乾燥できている。人生初のドラム式乾燥付きなので他の機種の音量がどのくらいなのかわからないが、洗濯は自室からほとんど聞こえず。脱水は低速400rpmでほぼ無音。中速800rpm高速1200rpmでは安定回転時の騒音はないものの、低速からの加速時に本体が揺れ、かなり大きなガタガタ音がするので注意。ちなみにメーカー指定でかさ上げ不可。（店員に売りつけられて購入したものの、翌日謝罪電話があり返品しました）AIセンシングはなかなか優秀らしく、自動洗濯＆乾燥に任せっきりでOK。自分は初稼働これまで10回ほど使用したが、１度も追加乾燥をしていない。1点だけ、父親の「さらし」の洗濯＆乾燥で洗濯ネットを使用しているが、乾燥後少し湿っていることがある。またさすがにシワだらけでアイロンがけ必須。自分のワイシャツも、少量普通量の乾燥ではUNIQLOスーパーノンアイロンシャツはほぼシワが気にならないが、多めの洗濯＆乾燥時は結構シワが・・・。やっぱり説明書の記載通り、少量での使用をおすすめ。また、これはどこのメーカーも同じなのかもしれないが、乾燥終了してからは早めに取り出して畳まないとシワが残りやすい。放っておけば2時間毎にシワ取り乾燥を追加してくれるらしいが、その前にドアを開けるので無効になっている模様。現状、大きな不満もなく、これなら買ってよかったと思えるレベル。他人におすすめするかどうかは決めかねるが、設置場所の水栓高さに制限があり1000mm以下の製品しか選べない場合は十分選択肢に入るのではないだろうか。"
迷ったらあったほうがいい製品です,5,2023年1月29日,日立のコードレスインパクトドライバーはかなりいいと思います。まず、握った感触で壊れなそうな丈夫な作りになっています。色をもう少し変えるとエヴァンゲリオンフリークも購入しそうな感じがします。バッテリーも最初から２つ付いているので、長期で使用できると思います。ドライバーは、生活必需品と言っても過言はないので、１家に１台あっても、かなりの労力の軽減になります。この便利さを味わってしまったら、棒のドライバーはサブになります。他にも、ビットを変えて穴開けや、削りにも使えるので便利な品物です。
素人DIYが初めて使うのに良い,3,2023年1月14日,現在のものが10.8Vなのでそれよりは確かにパワーはある。でも重さが1kg切っている現行品から1.3kgと400g程度の増加なのだが重く感じて長めの作業では疲れそう。最新機ではないが、この販売価格でコードレス機買って後悔はしないでしょう。使い勝手は非常に良くて取り回しストレス無し
ちょうどいいモデル,4,2022年8月30日,【デザイン】まぁまぁ良いと思います。全体的にバランスが取れていて比較的スリムな感じです。【扱いやすさ】持ちやすいと思います。しっかりフィットするとまではいかないかもしれませんが違和感はありません。【安全性】ここは何とも評価できません。【総評】木工エクステリアのDIY向けに昨年に購入しましたが、価格と扱いやすさはいいと思います。今回14.4Vを選びましたが、ちょうどいいパワーです。バッテリーが2個付属も評価できます。最近のバッテリーはギリギリまで力いっぱい出力するので、その反面急に動かなくなります。そういう意味では2個は必須だなと思います。
一家に一台あれば快適、便利,5,2022年4月1日,【デザイン】当たり障りのないデザイン【総評】主に車のタイヤ交換用に購入しました。タイヤ交換が時短、快適です。これからDIYにも使用していこうかと思います。
初めてインパクト購入,5,2022年3月19日,【デザイン】いいと思います。小型で取り回しがしやすいです。【扱いやすさ】持ち手など持ちやすく、同じことになりますが小型なので取り回しがしやすいです。LRの切り替えがノールックで片手で持ちながらきるのでやりやすいです。【安全性】発火などしないことを期待してます。【総評】ケースが安っぽい以外で不満はありません。ケースが安っぽいのは実際価格は安いので妥協できます。バッテリー二個ついて1マン弱は安すいです。ビス打ちなどはまだしてなく、ホイール交換に使いました。不満点は一切なかったので基本性能を備えたグッドガジェットですね
パワーと価格のバランスが取れた高コスパの１台,5,2022年3月11日,カインズホームで９９８０円で購入（会員ならさらに４５ポイント付与）。トルクは１４０Ｎで、木材や金属板の穴開け加工程度なら十分なパワーがあります。プロ仕様と比べると物足りないかもしれませんが、個人のＤＩＹレベルでパワー不足を感じることはまずないと思います。コードレスで重量が１．３と軽量、かつコンパクトなので非常に扱いやすく、稼働時は手元を照らすＬＥＤライトが自動点灯するので暗い場所でも作業がしやすいです。バッテリーは購入時に１．３Ａｈのものが標準で２個付属していますが、１４．４Ｖのものならばもっと高容量のバッテリー（６．０Ａｈまで）も取り付け可能です。とはいえ１．３Ａｈでも容量的には十分で、個人宅のＤＩＹ程度ならば作業中にバッテリー切れを起こすことはまずないです。仮にバッテリーが切れても、充電時間が３５分程度なので予備バッテリーを使ってる間にも充電できます。あとはキャリーケースも付いているので保管が楽ですし、ここまで揃って日立製でこのお値段なら、コスパはかなり高いといえるのではないでしょうか。
コスパ大　　アマにはマキタは不要,5,2022年1月29日,マキタか迷いましたが、アマチュアなのでこれで十分です。パワーで困ったことはありません。ケースも軽量で持ちやすい。
初めてのインパクトドライバーにお勧め,5,2021年12月6日,"【デザイン】マキタと比べると派手で、好みが別れるところでしょうか。自分的には好きな色ですし、武骨な感じが良いです。【扱いやすさ】コンパクトで重量もそこそこ、パワーも日曜大工には十分です。【安全性】どういった使い方をしたら事故につながるのか、どこに安全装置が付けられているのか知りませんので、無評価とさせていただきます。【総評】カインズホームで、予備バッテリー付きを11,800円で購入しました。とてもお得だったと思います。自宅カーポートに太陽光パネルを設置する作業に、十二分に活躍してくれました。DIY好きにおすすめの一品です。"
バッテリーが2つ付属した高コスパ製品、必要充分,4,2021年10月3日,インパクトドライバは、日立工機(HiKOKI)のプロ用工具WH14DDL2(NN)と本製品であるDIY工具FWH14DGL(2LEGK)の2機種保有しています。最初に買うなら、高コスパの本製品が絶対オススメです。4年前に約14000円で購入しました。バッテリーが2つ付属し、さらにケースまで付属して、本体のみのWH14DDL2(NN)より安価です。プロ用と比較すると、少しサイズが大きくて重かったり、握った感じがいまいちしっくりこなかったり、パワーが弱かったりはしますが、全然許容範囲です。本製品1台だけ使うなら全く気にならないと思います。パワー不足といっても時間がかかるだけで使えない訳ではありません。プロ用との違いにフックの有無があります。主な作業が建築等屋外の場合このフックが必要不可欠になります。DIY用には付属していないのですが、オプションとして販売されているので購入をオススメします。
1台２役でDIYに最適,4,2021年9月23日,ドリル穴開けとビス締め付けの両方に使っていますが、特に問題なくDIYで使用してます。価格的に安いので贅沢は言えませんが、LED照明が付くともっと良いですね。1台２役だと先端工具の差替えが面倒になる時が有るので、小型インパクトが欲しくなりました。
コスパ最高,4,2021年8月24日,"DCMオンラインでHIKOKIビットセット付で12,000円でした。ビットは錆が早いのでおまけみたいもんですね。穴あけでトルクがないと感じませんが、回転速度の調整慣れが必要で、高速回転では厚板の穴あけは無理です。穴あけなら低速でインパクトがガンガンかかるので断然早いです。マキタ18vと比較するとパワーが相当落ちますが十分許容できる範囲です。マキタ18vと比べると頭がでかい分バランスが悪いのと重たいです。性能はこのクラスとしては申し分無いでしょう。DIYならこれでいい、現場では使えませんね。ビス打ち100本以上になるとパワー不足と重さで作業効率がガタ落ちです。疲れます。"
バッテリーはこんなもん,4,2021年5月22日,パワーは十分で気を付けないとボルトがねじ切れることも。ただ、バッテリーが持たない。このてのバッテリーは何か使い方があるのでしょうか？もっと格安の物でもよかったかなと思えるところだな。
丈夫です,4,2021年5月19日,義理の父から譲り受けました．相当酷使されていた様で，外観は傷だらけですが動作は快調です．ウッドデッキの補修（傷んだ2X4材の交換）に使用しましたが，トルク不足は感じませんでした．ただ，バッテリーが一つ使えなくなりました．まあ，1個あれば問題有りませんが．試しにバッテリーの値段を見たら，Amazonで1万円するじゃないですか．本製品，バッテリー2個と充電器が付いて12000円ですよ，なんかプリンターの替えインクの様な価格設定ですね．今あるバッテリーがダメになったら，一式廃棄して新しく購入します．
10Vモデルからの買い増し,4,2021年3月6日,【デザイン】プロ仕様っぽく見えて、素人目線では格好良いと思う色も質感も良好【扱いやすさ】廻すと光る白色LEDランプがついているので、とても便利10Vモデルと比較すると本体はシッカリしてるモーター力がとても強いが、あきらかに重く感じる。カーテンレールなどの取り付けなど軽作業にはオーバースペックにはなるが、木材を何度もビス止めするなどのIKEA組み立て家具を組み付けるレベル以上に向いている。【総評】丈夫そうな本体だけあって、きっと耐久性にも優れていると思う。しかし、真下にねじこむ使い方には心配いらないだろう。しかし、本体の重さの疲労感が10Vモデルと比較するとハッキリ感じる。軽作業では10Vモデルを併用し使い分けると便利だと思う。
他、蓄電池を利用,5,2021年2月23日,蓄電池を他にも使用して重宝しております。掃除機・ブロワー等とても便利です。
初めてのインパクト。,5,2021年1月3日,【デザイン】青が好きなので良いですね。【扱いやすさ】慣れれば大丈夫だと思います。【安全性】わかりません…【総評】ずーっと欲しかった物だったのでとても満足しています、家に有るとすごく便利ですね。扱うのが初めてなので今から使い方を覚えていきたいと思います。
電動ドライバーからのステップアップ用　DIY 別売りフック,5,2020年11月18日,初電動ドライバー購入から５ヶ月あまりにも便利なためステップアップ用に購入●軽量　低価格●出力足りる14.4V●安心の日立予備バッテリーも売ってしまって７０００円の製品として見ると満足使っていて楽しいですーーーーーーーーーーーーー▲フックが別売り４００円なんだから付属して欲しい●フックのしっかり感本体より剛性高いです▲予備ビット入れが１つ画像で左右に２つあるのかと思ってましたが両頭のビットで穴１つ▲重量バランスの悪さアンバランスなので振り回した時の軽さ感は薄いヘッドも上位機種と比べると大きめ■LEDライトはバッテリー付近十分照らしてくれますが奥まった所はムリ●逆にビットが影になりにくい●誤操作の少なさトリガーの重さが絶妙で誤動作はありません■逆に繊細な作業したい時はもう少し敏感さが欲しいとも●極低回転域でのトルクゴリゴリとネジが入っていきます窓枠に２X４のSPF＋１２mmMDFをコーススレッドで打ち込みましたが余裕でしたーーーーーーーーーーーーーバッテリー持ちも公称「ネジ３５０本」とDIYで使い切る事は無いでしょう予備バッテリーはDIYで必要無いため意外と高額で売れますネジ700本も打つなら上位機種買うかと★まとめ値段も安く・機能性も過不足無い・ちょうど良い製品コレから買い換えるならモード選択付きの３万円～になります
日曜大工的な使用では十分です。,5,2020年8月15日,DIYとしては結構トルクの強いインパクトドリルなのでしっかり押し付けて使わないとビスの頭をナメる事もあるので、しっかり押し付けて使った方が良いですね。標準付属品のプラスビットは使いたかったビスには微妙に合わなかったので、ぴったり合うビットを使わないとダメですね。トルクがあるので、自動車のホイールを着脱したり、ジャッキを上げたりも出来ますが、所詮はインパクトドライバーですから緩まない場合に正回転、逆回転を繰り返して使用したりすると取り付け部の６角部分で折れる場合があるので、インパクトレンチほどは無理はできませんね。バッテリーは２個付いているので、家庭での使用では十分ですし、充電時間も３－４０分なので使いやすいですね。ドリルビットを使う場合は、回転用ではなくインパクトドライバー用を買った方が良いですね。DIYが趣味でなければ出番は少ないですが、この程度の製品を買っておけばイザという時に困る事はなさそうです。
総じて満足しています,4,2020年6月5日,【デザイン】マキタのエントリークラスと比較しても質感が劣ります、金属部分の仕上げも私のものは塗装ムラがあります。ケースがチープでダメダメです、マキタに見た目・質感・使いやすさなど大きく劣ります。【扱いやすさ】ちょっと重いですが、扱いやすいです。【安全性】全く問題ありません【総評】マキタの同価格帯の商品と比べても、見た目が安っぽく作りがチープに感じます、特にケースは何とかしてほしいです、ロック部分など使いづらいしすぐ壊れそうです。付属のビットはマグネット加工しておらず、ほとんど出番はないと思います。デザイン的には、胴体の長さが短いモデルを見なれるとかっこ良くありませんが、機能と価格面ではバランスが取れた良いモデルだと思います。
コストパフォーマンスに優れたエントリーモデル,5,2019年12月19日,【デザイン】オーソドックスなデザイン。ヘッドはプロユースモデルと比較すると大きいが、12V全盛だった時のモデルと比較すると全体的にコンパクトになっており、そこまでヘッドの大きさは気になりません。個人的には、ヘッドが小さいと若干頼りない印象を受けるので個人的にはこの大きさがベストに感じます。ヘッドが小さくても、狭いところは、現行の最小モデルでも使えないですから、ヘッドの大きさはそこまできになりません。狭い箇所の作業は、手回しドライバーかペン型を使用するのがベスト。【扱いやすさ】リチウムイオンバッテリーで軽量かつハイパワーを実現。エントリーモデルながら、パワフルな締め付けで使い勝手は最高です。パワフルなので力加減のコツがいりますが。ドリルビットで穴あけも可能です。安い量販モデルはチャック部分がかなりブレますが、流石大手メーカー、ブレがありません。【安全性】エントリーモデル故に、防水防塵機能といった保護性能はありませんが、特に問題もなさそうです。【総評】エントリーモデルとしては、価格、性能において満点以上の仕上がりです。DIYユーザーに適したモデルですね。なんら不満はありません。プロユースとしては、バッテリー容量や使い勝手で見劣りはするものの、DIYやデイリーユースであれば十二分な性能です。コスト重視ならRYOBIのモデルをお勧めしますが、それなりの性能を求めるならマキタかこちらのHiKOKIでしょう。マキタかHiKOKIかは個人の好みが絡むので何とも言えませんが、自分はHiKOKIをお勧めします。ケースはコンパクトになってますが、ロック部分が開けづらいです。おそらく使用頻度によっては破損するケースです。ケースのロック部分は、旧来のスライド方式に戻して欲しいですね。
電ドラと迷ったが正解だった！,5,2019年7月1日,当初はネジ止めや外しを想定して電ドラを探していたが、2×4で作ったブドウ棚のメンテナンス用にトルクのある本製品に決めた。少しコツがいるが、ネジ締め用にも十分使える。インパクト使用時は垂直にして確り押さえないとネジをナメる。これも慣れかな？LED付きで暗いところでも苦なく使える。比較的重い？がバランスが良いので扱い易い。バッテリーが2個付きなので、作業を中断しないで作業ができそう。
DIY用途にぴったり,5,2018年12月22日,【デザイン】　HITACHIのロゴからHIKOKIに変更になってしまったので　「？ヒコーキ？」と読み間違われそうですが(笑)それ以外は　オーソドックスなインパクトドライバのデザインです。【扱いやすさ】　プロ用モデルと比べてしまうと狭い所での使いやすさや　防水・防塵性能といった点で見劣りしてしまいますが　一般家庭のDIY用途では必要にして充分な性能だと思います。　バッテリーも容量は少ないですがその分軽いですし　予備バッテリーが付属していますのでホームユースでは　困ることはほとんどないかと思います。【安全性】　ドリル回転時にビット先端を照らすLEDが付いています。　ただトリガーを引いた時にしか点灯しませんので、ここは　ON/OFFを任意に切り替えられるようにしてもらえるといいですね。【総評】　性能と価格のバランスがよく、日曜大工にぴったりのモデルですね。　たくさんのビス打ち、穴あけ等が必要な方は容量の大きいバッテリーと　急速充電器がセットになった上位モデルを選んだ方が良いかもしれません。
日曜大工に｡,4,2018年11月22日,【デザイン】個人的には好きな方ですが､上位機種のように色が数種類から選べるともっと良かった｡【扱いやすさ】付属バッテリーがBSL1415Sという事もあり全体的に軽いのでDIYビギナーには丁度良いかと思います｡エントリークラスながら先端を照らすLEDライト付きなので物陰や夜間等の暗所でも作業がしやすいです｡これは実際に使ってみると予想よりもかなり有り難い機能です｡パワーに関しても120mmコーススレッドを難なくSPF材にネジ込めるので満足です｡スタミナについても付属バッテリーの容量が1.3Ahと最も少ないですが､120mmコーススレッドを40本以上打ってもまだまだ余力がありました｡(もしパワー不足を感じるようであれば巷で密かに行われている18Vバッテリーの改造でもしようかと思っていましたが私の用途では不要だと思いました｡)【安全性】スイッチから指を離してOFFになると約0.5～1.0秒で止まるので安心ですね｡【総評】ビギナーには必要にして充分な機能と性能を持った機種だと思います｡ただ､私の使っているグラブのゴムが悪いのか､すぐにグリップ周りを中心に全体的にベタつきが出始めました｡純正のバッテリーは高いので劣化したら互換バッテリーで済まそうと思っています｡また何か進展があれば追記&編集したいと思います｡
値段のわりにお得,4,2018年10月12日,DIYで使う程度ですので安くて力があるものが欲しかった。探すとこの日立のインパクトドライバが比較的安く、トルクもあり、電池が２本付いているので日曜大工程度には十分の性能かと思います。３２ｍｍ角材にコンパネを打ち付けるにも問題なく入っていきますし、回転数もレバーの握り次第でスピードが変えられるので特に大きな問題はなく、いい感じです。電圧も１４．４Vと比較的強いし。これより下の電圧の物は買わないほうが良いと思います。小さな問題点は、どこのドライバもそうですが、LEDがネジを照らしますが、レバーを引かないと点灯しないので最初にネジ先が罫書きした場所やナットを探す時には、見えないのが難点です。別のｽｲｯﾁで点灯できるようになりませんか、また、このドライバ特有の問題としてモータ部分が長いので奥行きが狭い場所でネジを打つのができないですね。高級品は、この部分が短いので狭い所で使えていいですが、４万円とかしますしね。そこは我慢ですね。
 　2台目です。,5,2018年8月19日,　　買い足しです。　コンパクトで　軽く、　扱いやすいです。　　ドリル用と、ドライバー用の　2台分で　使うことに、　　トルクも　十分です。
初心者DIYに最適,5,2018年7月1日,【デザイン】左右どちらの利き腕にも対応しています。【扱いやすさ】シンプルな機能しかありませんので、DIY初心者、パソコン以外の一切の道具が苦手の私にも抵抗なく扱えます。ツーバイの木材に簡単にねじを打ち込めます。【安全性】自ら傷つけようと直接ドライバ回転中にドライバ自体に触れるということさえなければ危険にさらされるシーンは思いつきません。【総評】最初の１台として最高のインパクトドライバーだと思います。電池も予備が付いているので作業を中断しなければならないこともなく、大変効率的だと思います。
初めてのインパクトドライバ,5,2018年4月21日,【デザイン】　各社似たようなデザインです。好きか嫌いかで言えば「好きな方」です。【扱いやすさ】　初インパクトドライバなので、こんなものか！？と言う感じです。【安全性】　電のこと違いさほど危険な道具ではないと思います。【総評】　家内の趣味の園芸用の棚に始まり、物置の棚、木箱等の制作リクエストが多くなり手回しドライバでは限界を感じて購入しました。初めての電動インパクトドライバですが、これほど楽に木ねじの締め付けができるとは考えませんでした。まっすぐに締めるにはこつが必要ですが、長い木ねじもぐんぐん入ります。　作業効率がだんちです。リチウムイオン電池も持ちが良く、万一電池切れでも予備電池があり手を止める必要がありません。今後、DIYがより楽しくなりそうです。メーカーは迷いましたが、今更ながらにHITACHIを選んで良かったと思います。
モーターに強い日立,4,2018年3月26日,とのコメントを見て購入しました。トルクも強く、日曜大工程度には十分です。通常のドライバーでは、締めることも、緩めることもできないネジを楽々と締めたり、緩めることができて、楽しいですね。
軽くてパワーがあります,5,2018年3月21日,スクーターいじり用に購入しました。本体が軽くて使いやすいです。パワーもそれなりに有り、スクーターの駆動系をメンテするのに非常に助かっています。この値段でバッテリーも2個付いているのでコスパは良いと思います。後は耐久性ですね、何年持つかです。
概ね満足です,5,2017年4月2日,初めてのインパクトドライバーでした。Makitaのものと日立工機のこの製品で迷いましたが、納期や値段でこちらにしました。特に不満もなく概ね満足しています。自分はMakitaのコードレスクリーナーを持っているので、Makita製品を買ったらバッテリーが使いまわしできるかと思いましたが、クリーナーとインパクトドライバーは電圧数が違ったので、それほどメリットにはならないかと考えてこちらの製品にしました。レビューを比較してみても、Makitaでも日立工機でも、みなさん概ね満足されているようなので色やメーカーの印象など、かなり主観的な項目で決めてしまっていいのではないかと思います。
パワーありすぎです,5,2017年4月2日,ＤＩＹ用に購入しましたがパワーがありすぎます。本職さんには良いかもしれませんが素人さんにはいきなりはパワーにびっくりするかもしれませんね。
文句なし,5,2017年1月23日,普通に日曜大工で使う分には全く問題ありません。といっても一家に一台あるといろんな場面で作業効率が格段に上がると思います。意外とドライバーって使う機会あるんですよね、棚の組み立てだったりベッドの組み立てだったり本棚だったり色々と最初に付属しているものはプラスとマイナスのアタッチメントドライバー2個ですが、普通に使う分には必要十分です。最近はヘキサゴンレンチ（六角レンチ）系が多いので、もし必要な場合は追加で買い揃えれば良いかと思います。（この様な付属品に関しては、近所のホームセンター等で買う方が早いですｗ）ＬＥＤライトも意外と使えます。購入時点で既に充電された状態で送られてくるので、すぐに使えるとゆーのも魅力の一つかもしれません。
丁寧な対応でした。,5,2017年1月15日,商品は日立なので日本ブランドという安心感があります。使いがってもよいです。日本製にしてよかったと思っています。
流石はChina製も全体的には満足です。,4,2016年12月8日,"マキタM697DSXと悩みましたが、yahooショッピングにて10,500円だったことと大容量バッテリーを使えることで本製品に決めました。到着後早速動作確認、トリガー部分が引っかかりトリガーが戻りませんでした。流石China品質と思いつつナイフで引っかかる部分を削り取り問題解決。バッテリーも2個付きだし、diy用途にはなんの不満もなく満足のいく物でした。"
家庭用DIY,5,2016年9月25日,家庭にて棚を作ったり、ボクシングのリングを作るときに使用しました。パワー不足を感じることなく使用できました。買って満足しています。
満足しています。,5,2016年7月18日,マキタとシェアを争う有名メーカー日立工機の製品です。２０１５年秋に地元のカインズでマキタ、日立の製品の売り出しがあり、マキタにするか、この日立にするか迷いましたが、今回はデザインのスッキリした印象だったこの日立の製品です。バッテリーの充電時間の短さ、一度充電するとかなりの時間、安定して使うことができます。以前使っていたB&D、１２Vはバッテリーの持ちが悪く、１か月くらい使わないと放電してしまい、最悪でしたから。しかし、この製品を使用して半年が過ぎますが、付属のマニュアルの指示通りにバッテリーを満充電して２か月くらい経過しても、充電無で直ぐに使うことが出来ます。さすが日立の製品と満足しています。トルクも電圧も素人が使うには十分だと思いますし、バッテリーはオプションで容量の大きなものがあるようですから、いづれこれも試してみたいと思っています。
パワーがありながら重量が抑え目で使いやすい。,5,2016年3月23日,不満が出ない程度にパワーが欲しく、出来れば軽いほうがいいとういう場合、丁度いい製品じゃないかなと思います。前のモデルも使ってますが、LEDの位置がグリップのバッテリー近くに変更されてるので大きなビットを付けても照らしやすくなってて感心しました。バッテリーが2個付いてて、使いきってから充電できるので、バッテリーの劣化も抑えられるので、この価格ならば納得の価格です。
DIYには十分です,5,2016年1月9日,初めて買いましたが満足です。バッテリーも予備で1つ付いてるので心配ありません。
軽い！！　長持ち！！,5,2015年11月13日,ニッカド電池式のものを持っていましたが、自己放電が激しくなってこれを購入。パワー自体は変わらないのですが、軽い！！ニッカドの新品の時と比べても電池が長持ち！！バッテリー2個付きで無敵ですね。引っ掛けフックは標準品付属にしてほしかったです。後で買いましたが面倒です（値段は安いが・・・）
